Unnamed: 0	Review	Sentiment
219	"On 05-Oct-24 we received a mail from Mr.Anmol Pupneja stated that he booked one toyota Innova Hycross car with the captioned dealership on 11th April 2024 Order ID: 7936634. 
he got a message from the customer service executive who booked his car 'Mr Kamldeep singh' on 17th Sep 2024, that the said car booked by him has been arranged and send a hand written quotation. The new quotation included Accessory of Rs 70,000/ and E. warranty of 44060/.  On showing resistance to these payments he was informed that he have to pay this extra 114060 or otherwise his booking will be canceelled and booking amount of Rs 50,000/ will be refunded. Today on 05-Oct 2024, guest again received a message from the same person to provide him a cancelled cheque of his account so that the booking amount could be refunded to him , "	Frustrated
220	DCM SS is also expired he can't use the vehicle guest wants dealership to extend his TR time till they provide him RC of the vehicle guest wants response from the team asap.CLI:9357252375(TKM GEC/Shubham M)	Unsatisfied
221	On 05/10/2024 Out called Mr.UPENDRA Feedback in Application Guest stated that his vehicle A/c stopped working so he repaired it. Now again the same issue has arrived in the vehicle (A/c stopped working ),so guest contacted the dealer about it they informed the guest to keep the vehicle at the dealership for more than 10 day so that they will check what has happened .Guest is very disappointed by the response he gotby the dealer . Guest is telling that why the dealers need so much time to just check the vehicle and resolve the issue which was already do 6 months back . So guest is telling that the dealers are not responding properly and also guest stated that because of the dealers behaviour he will not recommend any of his friend and family members to buy Toyota vehicle.Kindly check this issue and resolved ASAP.CLI-9771154029(TKM-GEC-Rekha).  	Frustrated
222	"[WRT-TRQ0924016700]On 05-Oct-24 we received a mail from Mr.Suresh Kolekar stated that he have booked the Innova Hycross and till now he is getting verbal promises for the vehicle delivery but he want concrete answer on vehicle delivery, guest mentioned that he have registered a request upon which he have not recived any prompt response . waiting for a positive response. CLI:9819415229/9920843493 
[TKM CAC RAVI] 
* Guest is non-contactable, hence we have registered/updated the complaint based on the concern shared on an e-mail. Attached e-mail for reference"	Frustrated
223	" On 05-Oct-24 we received a mail from Mr.Roshan Nair stated that he had booked the vehicle in March 2024 at Harsha Toyota .Guest mentioned that it has been 7 months already and have not received the delivery of the vehicle yet. He is aware that there is a long queue and wait time for the vehicles. Guest requested for help to get this cleared or at least provide a tentative timeline for the delivery .For his enquiry he have registered a request upon which he have not yet recived any response , guest waiting for a prompt resolution on his concern ASAP, cli:
8885481378 [TKM CAC RAVI]
 "	Frustrated
224	"On 05th Oct 24 Ms.Anusuya called and stated that, She purchase the Glanza vehicle on 1 oct 2024 and Geust said that when she inspect the vehicle she found that there is miscolor in Bumper and in Bonnet also and there is rusting in the dickey also and when he contact with dealership they sent advisor to check the vehicle and they agreed that there is miscolor in  Bumper and  in Bonnet and they said that they received a vehicle like that from Toyota. Guest said that she don't want bumper to be chnage because then its look like a second hand vehicle. Guest said she wants his issue should get solve ASAP.Kindly do needful.CLI:8779533392  [Indharjeeth TKM-GEC] 
"	Unsatisfied
225	"On 5th oct , Mr. Sai Madan called and stated that he brought hyryder in august from Madanapalli dealer and he paid full amount for accessories such as  back side bumper and some additional.At that time 
Madanapalli dealer told that they will provide the accessories with the number plate after 1 one. Now dealer was saying that he would give the accessories but he did not fix it ,if guest wanted to fix it he need to go in Tirupati. Guest called the manager 2,3 times he told that he would callback the guest but he did not call back . Guest also give the negative feedback. Kindly do the needful.   CLI. 7680997419 [ Nitisha /TKM GEC]  
"	Unsatisfied
226	On 01-Oct-24 we received a mail from Mr.Satyajit Bangera stated that he have booked a Toyota hycross in the month of march 2024, but till now he have not provided with the delivery of the car, guest mentioned that he was told that the vehicle will be delivered within 5-6months ,but as per guest he was not given any updates on the delivery and that's why guest reached to Toyota India for knowing the updates, guest waiting for a prompt response ASAP, cli:9821168110 [TKM CAC RAVI/ANKIT] 	Frustrated
227	On 5th Oct Mr. Salman called and stated that he purchased a Fortuner on 23rd sep 2024 and dealership gave the estimate of Rs.184,000/- for insurance and while taking the delivery dealership wasn't providing the insurance invoice later after delivery upon asking multiple time in the evening they gave the invoice of insurance and guest found invoice is for only Rs.114,000/- where as guest paid Rs.184,000/- for it upon asking at first dealership said they gave discount if they gave discount that money should come back to guest but they denied to refund it later dealership agreed to refund the amount but then seniors at dealership stopped taking and meeting guest only junior are speaking but they are just saying they don't know anything later after that dealership again said they will refund only 45k and 25k they	Frustrated
228	On 5th Oct Mr. SHREERAJ GORASIA called and stated that he visited Jai Ganesh Toyota and he have taken Test drive for Hycross and then guest ask the quotation and other details but he was rude with guest and he told that he have to take 3M, Finance and extended have to take from dealership if not they will not deliver, due to which guest was very disappointed, so con call with HCR Abbas 7600086112 and he apologize with guest and San he have taken con call with TL Jemin who forced for 3M, Finance and extended warranty, and later guest told that its worst service and he told he wants response on this ASAP, so kindly do the needful. Cli: 9426148181 [Fouzan TKMGEC]	Highly Frustrated
