Review,Sentiment,Cause
"On 31st Oct, Mr. Sharma stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Mr. Gaurav stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Sharma stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Gaurav stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Athul stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Raj stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Neeru Joshi stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Gaurav stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Raj stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 24th Nov, Ms. Anjali stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 25th May, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 15th Feb, Mr. Sharma stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Neeru Joshi stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the fast tag was not provided even after full payment. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Vinay stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Gaurav stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 5th June, Mr. Sharma stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 12th July, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 28th March, Mr. Athul stated the dealership did not respond regarding the test drive request. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Mr. Vinay stated the service was very slow and unprofessional. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Ms. Anjali stated they charged extra without any explanation. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 1st Jan, Mr. Gaurav stated they did not deliver the RC even after repeated follow-ups. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Dec, Ms. Neeru Joshi stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 31st Oct, Ms. Anjali stated the car documents are still pending from dealership side. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
"On 10th April, Ms. Priya stated the dealership staff was rude and arrogant. The guest is very disappointed and requests immediate action..",frustrated,dealer mistake
